Key: @activityNameId, Value: f1db8b81-5fea-4538-ad67-5c0d1db22fa5, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: c5004f06-3a72-4a79-8115-460bb23f81f3, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 4220aa61-fa9e-44c3-a62e-ccee298ca55c, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: bb85e2df-c4be-4771-8a63-5ee28cfe8cc8, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 5233bb01-732b-43b4-a847-4906ac941cb7, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 7a726b6b-b2b9-4b34-b3a2-a7f2eb01181c, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: a028902f-046a-4ece-bef5-06a402f28a53, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 93d1d4cb-0170-439e-86a3-e7d6781f92db, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 62ac947a-aa4f-4252-bba3-3aadce6150e7, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: a4663225-8140-4fad-bfba-d2c3670bbeca, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: e1ec9a01-4238-4a7a-8283-87bc201391f1, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: ac6e573d-416c-4cb7-b532-43a669954c1c, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 2743ad6b-b444-4af2-a9bb-88ee5e84bf9c, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 1a287c42-37a8-47aa-bcb9-6c549341584f, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 5fe0ebf6-6ef1-4c48-a347-e8d12e8f09c9, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: e4f20404-22a6-4ddb-8216-49463e74ab50, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 4d55c22e-d080-4569-9517-55af739c1ac9, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 7f50d3b2-674e-42e6-8ebd-e7a68ea30073, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 024e2a07-d396-46cb-9561-41d663393490, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 5b0d10ad-1787-4fbd-bffd-bc5631f2a793, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 2a4c5848-c1d4-41d7-8228-ef0b66a150ee, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 29db582f-122a-43ab-be50-341a271209d1, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 37c3e67e-33a5-4217-b553-565ce60b25f2, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: da606068-65c6-41bd-bb54-2e5711156681, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 6b479324-0a7e-4a18-b194-8025b85d0c2d, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: 0b45b390-5e30-4225-aced-5c5f5a35398c, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parameterId, Value: b7aca90e-1cc1-44b8-ba72-62c70ff1ebdc, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @parentActivityId, Value: 45a7ea4f-40ba-56f1-8b2b-e3641c37d972, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @personId, Value: 3860cfbd-a932-45c0-90c7-658d5bea9ea3, Counts (LCI, LCIA, UPR): [2, 2, 2]
Key: @propertyId, Value: f2283db2-62e4-467f-b9ac-c4f45be563b4, Counts (LCI, LCIA, UPR): [1, 1, 13]
Key: @propertyId, Value: a301a838-7975-4d89-9e74-8eb77ad03cd1, Counts (LCI, LCIA, UPR): [1, 1, 13]
Key: @propertyId, Value: c74c3729-e577-4081-b572-a283d2561a75, Counts (LCI, LCIA, UPR): [1, 1, 10]
Key: @propertyId, Value: 6393c14b-db78-445d-a47b-c0cb866a1b25, Counts (LCI, LCIA, UPR): [1, 1, 10]
Key: @propertyId, Value: 3a0af1d6-04c3-41c6-a3da-92c4f61e0eaa, Counts (LCI, LCIA, UPR): [1, 1, 10]
Key: @propertyId, Value: 48c987bb-3144-4872-b5c7-b1389c40be25, Counts (LCI, LCIA, UPR): [1, 1, 2]
Key: @propertyId, Value: 38f94dd1-d5aa-41b8-b182-c0c42985d9dc, Counts (LCI, LCIA, UPR): [1, 1, 2]
Key: @propertyId, Value: 1ffacfb6-8f96-43fa-beac-844ad4444716, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @propertyId, Value: a9358458-9724-4f03-b622-106eda248916, Counts (LCI, LCIA, UPR): [1, 1, 10]
Key: @propertyId, Value: 6d9e1462-80e3-4f10-b3f4-71febd6f1168, Counts (LCI, LCIA, UPR): [1, 1, 10]
Key: @propertyId, Value: 67f102e2-9cb6-4d20-aa16-bf74d8a03326, Counts (LCI, LCIA, UPR): [1, 1, 10]
Key: @publishedSourceId, Value: 83e25a77-e40b-45fd-824a-13cec0da5210, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @reviewerId, Value: 66109d31-fb99-4a5f-aedd-5424b4a57ebc, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @reviewerId, Value: c4597934-ecac-422c-b431-382e85fdcb83, Counts (LCI, LCIA, UPR): [5, 5, 5]
Key: @reviewerId, Value: 847a56f5-d9e5-4a65-ab51-b056e0039130, Counts (LCI, LCIA, UPR): [2, 2, 2]
Key: @subcompartmentId, Value: be7e06e9-0bf5-462e-99dc-fe4aee383c48, Counts (LCI, LCIA, UPR): [296, 0, 5]
Key: @systemModelId, Value: 290c1f85-4cc4-4fa1-b0c8-2cb7f4276dce, Counts (LCI, LCIA, UPR): [1, 1, 1]
Key: @unitId, Value: de5b3c87-0e35-4fb0-9765-4f3ba34c99e5, Counts (LCI, LCIA, UPR): [26, 1, 1]
Key: @unitId, Value: 487df68b-4994-4027-8fdc-a4dc298257b7, Counts (LCI, LCIA, UPR): [1954, 4, 52]
Key: @unitId, Value: 577e242a-461f-44a7-922c-d8e1c3d2bf45, Counts (LCI, LCIA, UPR): [27, 27, 69]
Key: @unitId, Value: 980b811e-3905-4797-82a5-173f5568bc7e, Counts (LCI, LCIA, UPR): [15, 1, 3]
Key: @unitId, Value: 7b75baf0-cbee-45e6-bf66-af119da06553, Counts (LCI, LCIA, UPR): [1, 1, 2]
Key: @unitId, Value: cacb6d36-694d-4e4f-9e79-6c9c73146839, Counts (LCI, LCIA, UPR): [2, 2, 2]
Key: @unitId, Value: 15a259d2-4417-45e8-9f67-7459326c5eb2, Counts (LCI, LCIA, UPR): [3, 3, 3]
Key: @unitId, Value: 2cf92850-0f92-4004-9dba-a6ceb6a414c2, Counts (LCI, LCIA, UPR): [1, 1, 1]
